school,date,category,description,details,lat,lng
University of Illinois Urbana Champaign,"
03/14/2016
  ","
ANTISEMITIC EXPRESSION
  ","
SJP held the event, ""No Walls Between Us: A Panel on Building Muslim, Palestinian, and Queer/Trans"" where the advertisement stated they will discuss pinkwashing, i.
  ",#incident/search/display-by-date/search/details/5b516e509d1f3b0b33b8425f?ref=view_279_per_page%3D1000%26view_279_page%3D3,40.1019523,-88.2271615
Northwestern University,"
03/12/2016
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
A swastika and graphic imagery were painted in various parts of the chapel and religious center.
  ",#incident/search/display-by-date/search/details/5b516e509d1f3b0b33b8425b?ref=view_279_per_page%3D1000%26view_279_page%3D3,42.0472222,-87.6758333
University of New Orleans,"
03/11/2016
  ","
ANTISEMITIC EXPRESSION
  ","
University of New Orleans SJP held the event, ""Pinkwashing: What it is & Why it Matters.
  ",#incident/search/display-by-date/search/details/5b516e509d1f3b0b33b84257?ref=view_279_per_page%3D1000%26view_279_page%3D3,30.028658,-90.065928
Worcester State University,"
03/11/2016
  ","
ANTISEMITIC EXPRESSION
  ","
Jeff Halper was invited to speak on campus to talk about his recent book, “War Against the People”.
  ",#incident/search/display-by-date/search/details/5b516e509d1f3b0b33b84259?ref=view_279_per_page%3D1000%26view_279_page%3D3,42.26781889999999,-71.84412139999999
University of Massachusetts Amherst,"
03/11/2016
  ","
ANTISEMITIC EXPRESSION
  ","
An event sponsored by UMass Department of Anthropology, Department of History, Department of Social Thought and Political Economy Program, American Studies Program, Office of Civic Engagement and Service Learning, and Students for Justice in Palestine titled, “Israel, Palestine, and the Global War Against the People” with Jeff Halper was held.
  ",#incident/search/display-by-date/search/details/5b516e509d1f3b0b33b84255?ref=view_279_per_page%3D1000%26view_279_page%3D3,42.3867598,-72.5300515
University of Delaware,"
03/10/2016
  ","
ANTISEMITIC EXPRESSION
  ","
As part of ""Israeli Apartheid Week"", SJP held the event, ""Chris Hedges: Bringing Justice to Palestine"" where, according to an article in the school newspaper, Hedges claimed, ""Gaza has no army, navy or mechanized machinery.
  ",#incident/search/display-by-date/search/details/5b516e509d1f3b0b33b84251?ref=view_279_per_page%3D1000%26view_279_page%3D3,39.6784814,-75.75122309999999
Northwestern University,"
03/10/2016
  ","
ANTISEMITIC EXPRESSION
  ","
Unshackle NU and NU Divest published an op-ed in the student newspaper that denied Jews the right to self-determination by falsely claiming that Zionism is not connected to Judaism but maliciously conflated with one another by Zionists in order ""to garner support for [Israel's] apartheid policies.
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b84249?ref=view_279_per_page%3D1000%26view_279_page%3D3,42.0472222,-87.6758333
Wayne State University,"
03/10/2016
  ","
ANTISEMITIC EXPRESSION
  ","
As part of “Palestine Awareness Week,” WSU SJP erected an ""apartheid wall"" and held signs on campus.
  ",#incident/search/display-by-date/search/details/5b516e509d1f3b0b33b84253?ref=view_279_per_page%3D1000%26view_279_page%3D3,42.3608378,-83.0696835
Tufts University,"
03/10/2016
  ","
ANTISEMITIC EXPRESSION
  ","
SJP held a demonstration on campus as part of ""Israeli Apartheid Week"" where a publication called ""Zintifada"" was also distributed.
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b8424f?ref=view_279_per_page%3D1000%26view_279_page%3D3,42.4074843,-71.1190232
Pace University - Pleasantville,"
03/10/2016
  ","
ANTISEMITIC EXPRESSION
  ","
As part of ""Israeli Apartheid Week"" SJP at Pace University - Pleasantville held a panel on ""Revitalizing the One State Solution,"" SJP members proposed replacing Israel with a “Palestinian National Democratic State"" that would ""integrate Israelis into Palestinian society,"" and hence DENYING JEWS SELF-DETERMINATION.
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b8424b?ref=view_279_per_page%3D1000%26view_279_page%3D3,41.1285744,-73.808037
Tufts University,"
03/10/2016
  ","
ANTISEMITIC EXPRESSION
  ","
Tuft's SJP hosted an event as part of ""Israeli Apartheid Week"" titled ""Greenwashing Displacement in Israel and the West Bank: Water Rights and the JNF,"" in which Israel was falsely accused of ""greenwashing,"" i.
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b8424d?ref=view_279_per_page%3D1000%26view_279_page%3D3,42.4074843,-71.1190232
Marquette University,"
03/10/2016
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
Palestine Legal released a statement that targeted the Marquettte Jewish Student Union, falsely claiming that it was one of the two “hostile” groups that the university consulted with in order to base its decision to take SJP's apartheid wall down.
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b84247?ref=view_279_per_page%3D1000%26view_279_page%3D3,43.0388337,-87.92856669999999
Claremont Colleges - Claremont McKenna,"
03/10/2016
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
A Campus Safety alert was sent out to all students detailing mock eviction notices that were found at Claremont McKenna College, Scripps College, and Pitzer College on March 7th.
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b84240?ref=view_279_per_page%3D1000%26view_279_page%3D3,34.10177669999999,-117.7079219
Claremont Colleges - Pitzer,"
03/10/2016
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
A Campus Safety alert was sent out to all students detailing mock eviction notices that were found at Claremont McKenna College, Scripps College, and Pitzer College on March 7th.
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b84243?ref=view_279_per_page%3D1000%26view_279_page%3D3,34.1036159,-117.7038664
Claremont Colleges - Scripps,"
03/10/2016
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
A Campus Safety alert was sent out to all students detailing mock eviction notices that were found at Claremont McKenna College, Scripps College, and Pitzer College on March 7th.
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b84245?ref=view_279_per_page%3D1000%26view_279_page%3D3,34.1038119,-117.7109951
Brown University,"
03/10/2016
  ","
BDS ACTIVITY
  ","
The Watson Institute at Brown University sponsored the talk, ""Gaza: Cast Backwards, A Way Forward with Sara Roy.
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b8423e?ref=view_279_per_page%3D1000%26view_279_page%3D3,41.8267718,-71.4025482
Wayne State University,"
03/09/2016
  ","
BDS ACTIVITY
  ","
In an article in the school newspaper, the President of SJP promoted Remi Kanazi's support for BDS in his upcoming performance by stating that his, ""satirical approach to Israel’s 68-year occupation in Palestine and his support for the Boycott, Divestment and Sanctions Movement is unlike any other poets’ message.
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b8423c?ref=view_279_per_page%3D1000%26view_279_page%3D3,42.3608378,-83.0696835
University of Iowa,"
03/09/2016
  ","
ANTISEMITIC EXPRESSION
  ","
Jewish Voice for Peace sponsored the event, ""Perspectives on Israel and Palestine.
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b8423a?ref=view_279_per_page%3D1000%26view_279_page%3D3,41.6626963,-91.5548998
Fordham University,"
03/09/2016
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
A backwards swastika was drawn in the garbage room of 10th floor in McMahon Residential Hall.
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b84236?ref=view_279_per_page%3D1000%26view_279_page%3D3,40.8620404,-73.88569869999999
New York University,"
03/09/2016
  ","
BDS ACTIVITY
  ","
Members of New York University's Graduate School Organizing Committee (GSOC, a union for graduate employees) discussed a draft referendum being put forward in support of Boycott, Divestment and Sanctions (BDS) against the state of Israel.
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b84238?ref=view_279_per_page%3D1000%26view_279_page%3D3,40.7381644,-73.97821569999999
University of Minnesota Twin Cities,"
03/08/2016
  ","
BDS ACTIVITY
  ","
The Student Government struck down a BDS resolution with a vote of 34-31-11.
  ",#incident/search/display-by-date/search/details/5b6211a870683f4ea3063281?ref=view_279_per_page%3D1000%26view_279_page%3D3,44.97399,-93.2277285
CUNY Hunter College,"
03/08/2016
  ","
ANTISEMITIC EXPRESSION
  ","
At a panel event, ""Why Gender Matters for Justice in Palestine / Why Palestine Matters for International Women's Day"" co-sponsored by CUNY Hunter College - Women and Gender Studies Department and CUNY 4 Palestine, in conjunction with ""Israeli Apartheid Week"" and International Womens Day, demonizing antisemitic expressions were used.
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b8422e?ref=view_279_per_page%3D1000%26view_279_page%3D3,40.7678398,-73.9645291
Cornell University,"
03/08/2016
  ","
ANTISEMITIC EXPRESSION
  ","
A piece in the student newspaper delegitimized Israel by referring to ""Israeli Apartheid"" and promoted BDS.
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b8422c?ref=view_279_per_page%3D1000%26view_279_page%3D3,42.4534492,-76.4735027
University of Minnesota Twin Cities,"
03/08/2016
  ","
BDS ACTIVITY
  ","
SJP responded to President Kaler's rejection of the proposed BDS resolution by reiterating calls for BDS in a press release.
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b84234?ref=view_279_per_page%3D1000%26view_279_page%3D3,44.97399,-93.2277285
University of Indianapolis,"
03/08/2016
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
A swastika was scratched into the bust of a statue of Chinese artist Au Ho-nien, located in Schwitzer Student Center.
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b84232?ref=view_279_per_page%3D1000%26view_279_page%3D3,39.7095718,-86.1343761
Indiana University Purdue University Indianapolis (IUPUI),"
03/08/2016
  ","
BDS ACTIVITY
  ","
Interfaith Coalition for Palestine IUPUI held the event, ""Why we support the boycott of Israel"" on campus.
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b84230?ref=view_279_per_page%3D1000%26view_279_page%3D3,39.7743174,-86.1764194
Brandeis University,"
03/08/2016
  ","
ANTISEMITIC EXPRESSION
  ","
Brandeis SJP held the event ""Presentation & Discussion on Pinkwashing.
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b8422a?ref=view_279_per_page%3D1000%26view_279_page%3D3,42.3656827,-71.2585395
Pace University - Pleasantville,"
03/07/2016
  ","
ANTISEMITIC EXPRESSION
  ","
SJP at Pace University - Pleasantville hosted a screening of Roadmap to Apartheid as part of ""Israeli Apartheid Week 2016"".
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b84222?ref=view_279_per_page%3D1000%26view_279_page%3D3,41.1285744,-73.808037
University of California Davis,"
03/07/2016
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
Students and others disrupted an Aggies for Israel event with loud chants during a walk out.
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b84226?ref=view_279_per_page%3D1000%26view_279_page%3D3,38.5382322,-121.7617125
Wayne State University,"
03/07/2016
  ","
BDS ACTIVITY
  ","
SJP held the event, ""From Ferguson to Palestine: Black-Palestinian Solidarity"", where the promotion for the event contained an image with the words, ""Resist US racism, Boycott Israel.
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b84228?ref=view_279_per_page%3D1000%26view_279_page%3D3,42.3608378,-83.0696835
Purdue University,"
03/07/2016
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
A swastika and an antisemitic slur written on a whiteboard in the American Studies Program.
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b84224?ref=view_279_per_page%3D1000%26view_279_page%3D3,40.4237054,-86.92119459999999
Vassar College,"
03/06/2016
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
Vassar Student Association (VSA) voted to pass the Boycott, Divestment and Sanctions (BDS) resolution by a vote of 15 in favor and 7 opposed.
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b84220?ref=view_279_per_page%3D1000%26view_279_page%3D3,41.686229,-73.8972957
Oberlin College,"
03/06/2016
  ","
ANTISEMITIC EXPRESSION
  ","
In an op-ed written by Students for a Free Palestine entitled ""Why We Must Use Apartheid to Describe the Israeli Occupation,"" that appeared in an Oberlin College paper, Israel was falsely accused of numerous ""crimes of apartheid.
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b8421e?ref=view_279_per_page%3D1000%26view_279_page%3D3,41.2958696,-82.22108899999999
Oberlin College,"
03/06/2016
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
An anonymous, unsigned email was sent to many students on campus that utilized the classic antisemitic trope of ""evil Jews"" and demonized Israel saying, “Good Work to Oberlin College, to Professor Joy Karega & President Marvin Krislov!! The state of Israel, Zionist Jews are pure evil They did 9/11”.
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b8421c?ref=view_279_per_page%3D1000%26view_279_page%3D3,41.2958696,-82.22108899999999
Columbia University/Barnard College,"
03/06/2016
  ","
ANTISEMITIC EXPRESSION
  ","
SJP erected a mock apartheid wall that falsly accused Israel of Apartheid stating, ""End Israeli Apartheid.
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b8421a?ref=view_279_per_page%3D1000%26view_279_page%3D3,40.8090051,-73.9637853
Vassar College,"
03/05/2016
  ","
BDS ACTIVITY
  ","
SJP held the event, ""There is a Field.
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b84218?ref=view_279_per_page%3D1000%26view_279_page%3D3,41.686229,-73.8972957
University of Toledo,"
03/05/2016
  ","
BDS ACTIVITY
  ","
SJP held the event ""Know Your Rights Student Activism Workshop with Palestine Legal"" which, according to the promotion for the event, entailed discussing, ""legal issues related to BDS campaigns"".
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b84216?ref=view_279_per_page%3D1000%26view_279_page%3D3,41.6578804,-83.6142374
University of Minnesota Twin Cities,"
03/05/2016
  ","
BDS ACTIVITY
  ","
A JVP member called for BDS in the student newspaper.
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b84214?ref=view_279_per_page%3D1000%26view_279_page%3D3,44.97399,-93.2277285
Columbia University/Barnard College,"
03/04/2016
  ","
ANTISEMITIC EXPRESSION
  ","
SJP hosted the event, “Why is Palestine Still the Issue in 2016? with Dr Ilan Pappé,” During his talk, Pappé denied Jewish self-determination, calling for the “one-state solution” which would effectively eliminate Israel as a Jewish state.
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b84210?ref=view_279_per_page%3D1000%26view_279_page%3D3,40.8090051,-73.9637853
Tufts University,"
03/04/2016
  ","
TARGETING JEWISH STUDENTS AND STAFF
  ","
A Tufts SJP facebook post targeted the student organization, Students Supporting Israel, by stating, ""Students Supporting Israel (SSI) is literally a hate group.
  ",#incident/search/display-by-date/search/details/5b516e4f9d1f3b0b33b84212?ref=view_279_per_page%3D1000%26view_279_page%3D3,42.4074843,-71.1190232
